#{"t_start": 1670943835.536957, "env_id": "Breakout-v0"}
r,l,t
8.0,652,4882.729353
17.0,922,4885.59371
9.0,654,4887.577843
8.0,562,4889.311356
13.0,845,4891.942194
10.0,696,4894.051917
11.0,831,4896.639837
9.0,595,4974.945512
8.0,591,4976.721509
10.0,782,4979.142035
3.0,321,4980.039179
12.0,778,4982.503571
8.0,593,4984.268479
2.0,256,4985.022927
8.0,655,4986.947475
13.0,807,4989.398495
12.0,771,4991.804914
8.0,606,4993.590232
8.0,540,4995.223069
10.0,748,4997.49082
12.0,711,4999.62987
7.0,491,5001.081324
11.0,765,5077.935475
12.0,612,5079.78303
9.0,654,5081.770208
5.0,448,5083.031519
7.0,600,5084.804191
9.0,602,5086.55377
5.0,438,5087.854544
7.0,512,5089.354083
10.0,726,5091.537359
9.0,632,5093.408709
12.0,744,5095.649541
9.0,679,5097.71759
7.0,528,5099.26285
10.0,739,5101.527633
7.0,523,5103.079123
12.0,789,5180.448078
9.0,697,5182.557053
5.0,471,5183.921427
4.0,438,5185.192041
4.0,399,5186.296789
8.0,710,5188.42662
7.0,581,5190.133082
9.0,678,5192.218356
5.0,448,5193.607144
5.0,421,5194.85668
7.0,570,5196.533266
13.0,828,5199.082265
10.0,713,5201.291498
9.0,611,5203.17204
11.0,842,5205.68732
5.0,510,5207.179608
9.0,652,5284.547721
9.0,623,5286.339734
2.0,276,5287.088438
5.0,446,5288.423641
9.0,682,5290.480413
5.0,409,5291.657419
13.0,657,5293.658339
9.0,677,5295.651939
6.0,494,5297.128638
3.0,358,5298.210338
7.0,592,5299.996179
5.0,504,5301.466399
10.0,709,5303.563001
10.0,544,5305.114017
5.0,486,5306.527003
23.0,969,5309.517063
3.0,317,5310.377365
4.0,361,5386.669579
6.0,525,5388.216554
11.0,755,5390.587008
13.0,727,5392.802897
6.0,536,5394.474581
3.0,377,5395.449457
13.0,737,5397.675522
7.0,542,5399.256241
13.0,734,5401.533487
3.0,348,5402.525223
14.0,901,5405.335102
5.0,449,5406.617691
9.0,666,5408.572554
6.0,469,5410.001578
4.0,413,5411.157349
9.0,656,5413.105946
11.0,793,5490.794973
7.0,557,5492.469144
13.0,684,5494.582774
7.0,574,5496.31223
8.0,601,5498.105487
8.0,599,5499.87851
8.0,607,5501.659202
10.0,661,5503.69055
6.0,519,5505.272753
6.0,533,5506.85772
12.0,729,5509.129061
8.0,576,5510.868759
5.0,415,5512.054435
14.0,714,5514.260272
13.0,848,5516.952439
7.0,605,5593.941042
10.0,678,5596.04943
5.0,419,5597.243573
15.0,788,5599.692759
9.0,677,5601.745657
11.0,609,5603.655029
7.0,531,5605.195276
9.0,610,5607.033995
4.0,398,5608.19429
13.0,879,5610.936805
9.0,625,5612.836168
7.0,563,5614.508598
9.0,692,5616.589539
6.0,467,5617.972707
3.0,365,5619.007392
8.0,612,5696.118638
7.0,549,5697.803303
11.0,760,5700.179296
6.0,521,5701.700726
7.0,613,5703.576847
5.0,431,5704.808783
7.0,599,5706.594493
