#{"t_start": 1670989387.191519, "env_id": "Breakout-v0"}
r,l,t
5.0,443,5262.828459
5.0,479,5264.250457
7.0,534,5265.860457
4.0,348,5266.862457
5.0,412,5268.052459
5.0,471,5269.376458
7.0,582,5271.09846
5.0,479,5272.480457
6.0,432,5273.768458
4.0,395,5274.928459
11.0,698,5277.088456
4.0,434,5278.384457
2.0,271,5279.122459
6.0,555,5280.814459
6.0,511,5282.312459
15.0,947,5470.896769
9.0,622,5472.862769
9.0,625,5474.81077
9.0,446,5476.12677
8.0,575,5477.926769
8.0,666,5480.01077
4.0,409,5481.204769
13.0,695,5483.316769
11.0,838,5486.00477
8.0,568,5487.734769
9.0,596,5489.548768
6.0,504,5491.02677
12.0,775,5493.466771
10.0,635,5495.45277
5.0,466,5496.876771
7.0,528,5683.446447
7.0,605,5685.290446
4.0,396,5686.366446
6.0,503,5687.916448
7.0,560,5689.668448
11.0,741,5692.004447
7.0,556,5693.652446
4.0,358,5694.710446
7.0,560,5696.382449
4.0,365,5697.450446
11.0,728,5699.704447
8.0,608,5701.590448
7.0,572,5703.286446
5.0,409,5704.506446
5.0,429,5705.814446
6.0,533,5707.432448
21.0,886,5710.190448
6.0,479,5896.634823
1.0,231,5897.232822
10.0,695,5899.366824
7.0,536,5901.006823
7.0,539,5902.584823
8.0,562,5904.408824
8.0,669,5906.486823
9.0,594,5908.320823
19.0,904,5911.112822
3.0,348,5912.090823
6.0,465,5913.458823
8.0,651,5915.464825
4.0,424,5916.688823
6.0,492,5918.162824
5.0,440,5919.474823
10.0,737,5921.734824
11.0,693,5923.814823
11.0,746,6111.049351
5.0,441,6112.295352
9.0,644,6114.28935
18.0,919,6117.207349
11.0,750,6119.51135
12.0,751,6121.79935
12.0,617,6123.69935
1.0,239,6124.269349
8.0,597,6126.161351
7.0,510,6127.641352
5.0,459,6128.95135
11.0,802,6131.367351
6.0,506,6132.907349
15.0,911,6135.77935
12.0,675,6324.9071
7.0,564,6326.5951
10.0,714,6328.869099
13.0,735,6331.095099
6.0,479,6332.487099
7.0,554,6334.129099
9.0,686,6336.2631
8.0,607,6338.125101
4.0,394,6339.285101
8.0,673,6341.325099
12.0,772,6343.6911
6.0,469,6345.133099
9.0,624,6347.009101
20.0,1031,6350.241101
4.0,395,6351.335099
6.0,476,6539.184463
8.0,577,6540.960464
7.0,515,6542.532464
6.0,510,6544.018463
14.0,772,6546.434464
10.0,614,6548.282464
6.0,469,6549.664466
6.0,507,6551.186463
10.0,756,6553.496464
10.0,714,6555.662463
8.0,647,6557.618465
12.0,788,6560.066466
12.0,868,6562.786464
6.0,500,6564.324463
19.0,1017,6754.162399
6.0,523,6755.760396
4.0,398,6756.926398
8.0,546,6758.548396
5.0,437,6759.824398
10.0,729,6762.110396
9.0,681,6764.204396
19.0,801,6766.712396
8.0,569,6768.398396
9.0,602,6770.234395
9.0,656,6772.232398
9.0,642,6774.212398
8.0,634,6776.104398
12.0,763,6778.496396
5.0,457,6779.784395
5.0,437,6781.044395
7.0,502,6975.961124
8.0,680,6978.09312
11.0,651,6980.07312
7.0,591,6981.83912
10.0,649,6983.893121
8.0,588,6985.69912
5.0,437,6987.043119
15.0,836,6989.63712
4.0,369,6990.67312
8.0,604,6992.471119
1.0,216,6993.057119
7.0,521,6994.60312
8.0,619,6996.541119
4.0,383,6997.625119
6.0,516,6999.221119
8.0,616,7001.06912
8.0,628,7002.937121
9.0,635,7188.984104
11.0,702,7191.156105
14.0,782,7193.674144
9.0,642,7195.608145
7.0,476,7197.032144
10.0,709,7199.258143
11.0,839,7201.854145
5.0,422,7203.124143
8.0,656,7205.074145
10.0,632,7206.990145
7.0,517,7208.554145
9.0,668,7210.616143
11.0,594,7212.462144
14.0,775,7214.962143
12.0,683,7401.342503
7.0,513,7402.880502
6.0,466,7404.276502
8.0,587,7406.078501
7.0,529,7407.680502
6.0,462,7409.088501
3.0,371,7410.0785
15.0,822,7412.638077
11.0,616,7414.498077
8.0,618,7416.352077
6.0,569,7418.076078
13.0,903,7420.838077
8.0,604,7422.688077
15.0,802,7425.178076
7.0,599,7426.948076
6.0,507,7612.501108
13.0,686,7614.621107
10.0,778,7616.961107
9.0,691,7619.065107
9.0,616,7620.945107
6.0,519,7622.505441
9.0,668,7624.617444
10.0,771,7626.991445
9.0,654,7628.999442
1.0,239,7629.593441
8.0,596,7631.437441
10.0,771,7633.789441
7.0,579,7635.513442
15.0,739,7637.85944
9.0,640,7639.789441
8.0,589,7831.955846
9.0,639,7833.921845
8.0,592,7835.621845
5.0,408,7836.779844
10.0,724,7838.975844
8.0,593,7840.749844
10.0,659,7842.751844
8.0,599,7844.617847
5.0,504,7846.095846
8.0,584,7847.887844
9.0,505,7849.399845
7.0,588,7851.163846
7.0,547,7852.811851
7.0,506,7854.327844
7.0,581,7856.039844
9.0,663,7857.977845
6.0,493,8043.236608
8.0,524,8044.858607
8.0,637,8046.830607
7.0,585,8048.570608
8.0,647,8050.582608
12.0,811,8053.054607
9.0,591,8054.836609
10.0,742,8057.082607
14.0,725,8059.344607
8.0,589,8061.144608
10.0,782,8063.616607
6.0,524,8065.19061
16.0,814,8067.746607
12.0,839,8254.226009
7.0,538,8255.89601
8.0,574,8257.664009
11.0,650,8259.65601
12.0,758,8262.002009
6.0,470,8263.352011
9.0,653,8265.372011
5.0,469,8266.75601
7.0,597,8268.570009
11.0,626,8270.460012
12.0,834,8273.034011
9.0,681,8275.090009
6.0,493,8276.516011
8.0,650,8278.50801
9.0,665,8280.602011
14.0,798,8467.337815
8.0,653,8469.331811
10.0,686,8471.478226
7.0,589,8473.211289
12.0,849,8475.821287
9.0,620,8477.677288
6.0,510,8479.241286
7.0,570,8480.965285
11.0,639,8482.923286
8.0,590,8484.677286
9.0,625,8486.621286
8.0,412,8487.845286
9.0,706,8490.033288
10.0,717,8492.199289
7.0,549,8493.883289
6.0,486,8683.71545
12.0,827,8686.31945
6.0,506,8687.863448
6.0,488,8689.299448
6.0,521,8690.917448
14.0,768,8693.289451
7.0,535,8694.925449
11.0,742,8697.295449
8.0,624,8699.14345
4.0,361,8700.233451
7.0,493,8701.705449
7.0,561,8703.42145
8.0,603,8705.197448
4.0,381,8706.289448
9.0,656,8708.293448
6.0,494,8709.761449
7.0,604,8896.014562
5.0,473,8897.484565
11.0,800,8899.944562
9.0,724,8902.158562
11.0,603,8904.062564
11.0,774,8906.484561
7.0,585,8908.308561
4.0,403,8909.484561
20.0,883,8912.170563
5.0,471,8913.506562
7.0,567,8915.270562
7.0,547,8916.954562
4.0,391,8918.050564
6.0,479,8919.538363
3.0,359,8920.52201
5.0,480,8921.920011
5.0,492,8923.37401
8.0,646,9110.212185
8.0,650,9112.202185
6.0,512,9113.762187
7.0,536,9115.376185
5.0,429,9116.584186
7.0,556,9118.258187
7.0,545,9119.884184
7.0,527,9121.372185
11.0,706,9123.604185
11.0,750,9125.868184
6.0,519,9127.380185
8.0,631,9129.298185
9.0,647,9131.258185
10.0,676,9133.266184
8.0,561,9134.986185
7.0,554,9136.724186
8.0,605,9325.112693
9.0,620,9326.982695
14.0,902,9329.838693
14.0,884,9332.604694
10.0,735,9334.886696
10.0,720,9337.054694
5.0,453,9338.356695
8.0,623,9340.186697
8.0,579,9341.900695
4.0,385,9343.054694
8.0,599,9344.884696
10.0,542,9346.542694
8.0,656,9348.494695
10.0,696,9350.722696
11.0,794,9540.895469
9.0,607,9542.76547
10.0,706,9544.961046
10.0,677,9547.081046
7.0,560,9548.745045
8.0,599,9550.609046
7.0,542,9552.229047
5.0,459,9553.559046
7.0,505,9555.067047
10.0,737,9557.337046
13.0,766,9559.655045
8.0,581,9561.349047
12.0,768,9563.739046
10.0,710,9565.945046
5.0,414,9567.147046
8.0,622,9754.947033
10.0,677,9756.999035
6.0,493,9758.453033
6.0,504,9759.945032
8.0,590,9761.705035
9.0,652,9763.681033
6.0,485,9765.103035
5.0,446,9766.393033
10.0,607,9768.311033
6.0,476,9769.689036
12.0,635,9771.593032
6.0,517,9773.167033
5.0,432,9774.467033
6.0,431,9775.719033
8.0,601,9777.519034
9.0,636,9779.413034
3.0,324,9780.305034
5.0,461,9967.844816
10.0,765,9970.216815
4.0,450,9971.528814
8.0,603,9973.296816
6.0,476,9974.638815
8.0,579,9976.418815
1.0,238,9977.014815
14.0,759,9979.302816
11.0,705,9981.598815
3.0,339,9982.476815
5.0,492,9983.910815
6.0,507,9985.440814
11.0,736,9987.700817
9.0,642,9989.638814
8.0,614,9991.536814
7.0,541,9993.140814
4.0,417,9994.340816
9.0,703,10182.670625
5.0,470,10184.102623
15.0,916,10186.980622
4.0,394,10188.128622
14.0,807,10190.678624
5.0,423,10191.942622
8.0,663,10193.936623
11.0,791,10196.398624
3.0,343,10197.396624
6.0,487,10198.814621
7.0,564,10200.488621
8.0,629,10202.430623
6.0,504,10203.942623
6.0,455,10205.280621
6.0,551,10207.014622
5.0,477,10208.370623
8.0,639,10210.286625
11.0,691,10398.947805
9.0,687,10401.049805
7.0,596,10402.883803
6.0,517,10404.387804
3.0,327,10405.297803
8.0,650,10407.259805
10.0,587,10408.995803
12.0,618,10410.787805
7.0,542,10412.379804
15.0,635,10414.265804
11.0,738,10416.579805
8.0,586,10418.385804
5.0,494,10419.849803
8.0,632,10421.747804
6.0,486,10423.165802
17.0,819,10611.726217
8.0,541,10613.352219
7.0,543,10614.990218
8.0,558,10616.730218
8.0,581,10618.594216
0.0,184,10618.992217
8.0,627,10620.910218
2.0,315,10621.726218
7.0,610,10623.502218
10.0,749,10625.810586
8.0,635,10627.686588
6.0,451,10628.990586
5.0,410,10630.224591
9.0,665,10632.266586
5.0,434,10633.482586
10.0,717,10635.718589
6.0,576,10637.464589
8.0,686,10826.598317
5.0,464,10827.978315
5.0,452,10829.258318
7.0,555,10830.904315
2.0,295,10831.708317
6.0,584,10833.560317
6.0,566,10835.234315
7.0,536,10836.800318
8.0,654,10838.766315
13.0,733,10840.986317
9.0,669,10843.034317
8.0,453,10844.350317
9.0,627,10846.268317
6.0,517,10847.780316
7.0,622,10849.692316
5.0,474,10851.084316
11.0,765,10853.450316
13.0,812,11043.48133
6.0,529,11045.097331
7.0,550,11046.70133
6.0,479,11048.11533
12.0,737,11050.417331
10.0,710,11052.599329
8.0,621,11054.49133
5.0,441,11055.735331
9.0,558,11057.35533
