#{"t_start": 1671033145.5931647, "env_id": "Breakout-v0"}
r,l,t
2.0,282,1.548008
2.0,299,2.44601
0.0,199,2.952007
1.0,264,3.763866
0.0,213,4.307873
0.0,206,4.856318
3.0,344,5.832319
0.0,207,6.380317
1.0,269,7.282319
0.0,185,7.780315
0.0,201,8.282328
3.0,341,9.380317
2.0,302,10.277497
2.0,316,11.277509
0.0,204,11.8575
2.0,320,12.783499
3.0,350,13.876784
1.0,250,14.654781
0.0,212,15.176781
1.0,260,15.958783
0.0,194,16.446783
1.0,261,17.160784
0.0,190,17.634788
2.0,291,18.492781
3.0,372,19.59878
2.0,289,20.438784
4.0,424,21.786781
1.0,252,22.568782
2.0,356,23.652787
1.0,270,24.40678
3.0,347,25.461863
5.0,445,26.851864
0.0,208,27.38186
1.0,266,28.09186
0.0,220,28.683869
4.0,462,30.229861
3.0,334,31.243866
2.0,279,32.067864
0.0,172,32.511868
4.0,421,261.943905
3.0,358,263.269935
1.0,246,264.040109
1.0,267,264.820182
1.0,279,265.59218
0.0,193,266.12218
1.0,248,266.927186
2.0,298,267.85118
1.0,261,268.646182
3.0,349,269.71718
2.0,324,270.800179
0.0,206,271.341186
0.0,198,271.916179
3.0,367,273.209332
1.0,245,274.001334
2.0,304,274.99485
4.0,380,276.294848
2.0,333,277.415859
1.0,224,278.001854
3.0,327,279.045851
2.0,314,280.073849
0.0,191,280.611853
2.0,306,281.514853
2.0,334,282.681854
5.0,466,284.279854
2.0,334,285.347852
6.0,490,287.188852
2.0,317,288.11385
3.0,330,289.169852
2.0,313,290.182851
2.0,329,291.274856
2.0,291,292.138853
1.0,233,292.826851
0.0,215,293.388851
1.0,244,294.223849
4.0,400,531.749726
1.0,264,532.56472
2.0,303,533.460722
4.0,392,534.77773
1.0,255,535.500721
2.0,336,536.535731
5.0,410,537.83172
4.0,391,539.150724
3.0,330,540.173725
3.0,392,541.506719
1.0,245,542.189721
4.0,395,543.475722
2.0,323,544.537724
1.0,252,545.41672
4.0,423,546.79573
5.0,492,548.386721
3.0,367,549.607721
0.0,187,550.091726
1.0,219,550.717719
3.0,357,551.84772
2.0,291,552.736722
4.0,379,553.947721
4.0,403,555.319723
0.0,192,555.885721
5.0,432,557.219724
4.0,367,558.463722
4.0,435,559.903721
5.0,460,561.48572
3.0,359,562.673721
2.0,283,563.625724
1.0,233,794.951778
0.0,207,795.462347
0.0,183,795.979351
4.0,421,797.227351
3.0,362,798.420352
3.0,377,799.518348
1.0,240,800.152351
5.0,479,801.690353
3.0,340,802.743351
1.0,246,803.504349
5.0,470,805.085864
2.0,291,805.935861
3.0,341,807.037374
6.0,497,808.741372
5.0,437,810.166374
2.0,276,810.980374
2.0,300,811.849369
4.0,388,813.156911
7.0,524,814.978912
0.0,205,815.505913
3.0,379,816.677909
5.0,472,818.166909
1.0,232,818.90491
3.0,382,820.188907
5.0,465,821.721908
5.0,461,823.217911
1.0,269,823.952424
3.0,352,825.028423
0.0,201,825.540427
7.0,525,1057.707152
2.0,297,1058.674152
5.0,466,1060.120155
7.0,526,1061.824153
4.0,391,1063.123158
6.0,489,1064.627242
3.0,367,1065.807239
8.0,591,1067.799237
4.0,392,1069.045239
4.0,386,1070.24924
5.0,422,1071.62224
8.0,480,1073.251236
4.0,414,1074.477238
0.0,212,1074.994239
2.0,288,1075.938239
4.0,387,1077.181236
5.0,472,1078.659239
4.0,397,1079.923236
2.0,301,1080.775236
2.0,273,1081.592236
2.0,309,1082.564247
2.0,317,1083.508239
2.0,273,1084.296238
2.0,317,1085.310236
12.0,680,1087.63524
2.0,291,1308.820803
9.0,682,1311.03681
5.0,444,1312.434804
5.0,433,1313.702805
2.0,308,1314.582809
6.0,494,1316.040806
4.0,432,1317.332808
5.0,423,1318.566812
4.0,420,1319.772805
8.0,617,1321.626818
1.0,268,1322.340807
5.0,464,1323.746805
3.0,339,1324.698811
6.0,489,1326.178811
5.0,480,1327.656808
3.0,330,1328.574808
6.0,458,1330.004813
2.0,298,1330.922819
10.0,552,1332.652806
9.0,686,1334.830806
0.0,189,1335.294809
6.0,578,1337.074816
11.0,702,1550.085167
2.0,315,1551.00717
7.0,581,1552.841163
6.0,543,1554.561162
4.0,386,1555.707167
9.0,643,1557.729163
10.0,680,1559.903165
8.0,627,1561.829165
6.0,532,1563.437162
7.0,527,1565.087162
5.0,490,1566.571163
6.0,484,1568.017163
4.0,390,1569.205169
3.0,369,1570.287162
9.0,717,1572.595162
10.0,611,1574.449163
6.0,547,1576.147162
7.0,533,1577.743164
3.0,358,1784.422199
7.0,562,1786.1362
9.0,642,1788.234197
7.0,532,1789.94736
6.0,487,1791.435363
9.0,687,1793.561361
6.0,501,1795.073362
13.0,704,1797.269361
0.0,205,1797.78137
2.0,274,1798.51736
7.0,536,1800.17936
11.0,711,1802.441361
6.0,484,1803.909368
7.0,499,1805.421359
9.0,609,1807.34736
7.0,529,1808.991361
4.0,382,1810.01736
2.0,281,1810.821361
6.0,488,1812.297362
3.0,357,2017.131211
5.0,448,2018.463211
6.0,588,2020.283213
3.0,363,2021.265214
3.0,410,2022.443212
8.0,560,2024.135213
9.0,638,2026.131215
8.0,632,2028.177212
8.0,604,2030.031217
5.0,405,2031.301213
6.0,518,2032.873216
8.0,542,2034.62321
8.0,595,2036.533212
3.0,349,2037.533211
3.0,371,2038.567209
8.0,638,2040.585212
6.0,474,2042.087213
7.0,543,2043.801211
1.0,263,2044.519214
9.0,699,2251.62231
6.0,470,2253.062312
6.0,470,2254.512309
6.0,520,2256.052307
8.0,602,2257.942312
9.0,619,2259.900308
10.0,588,2261.642314
5.0,445,2262.976317
7.0,527,2264.68232
1.0,275,2265.404308
6.0,484,2266.84431
10.0,666,2268.932312
8.0,620,2270.904313
8.0,613,2272.812311
5.0,401,2274.012312
2.0,337,2274.944321
11.0,621,2276.87831
12.0,764,2279.28031
5.0,439,2489.391712
6.0,449,2490.79171
7.0,522,2492.403712
7.0,536,2494.095712
5.0,461,2495.529713
5.0,432,2496.865714
10.0,687,2498.981709
6.0,551,2500.651712
3.0,312,2501.495711
13.0,745,2503.833718
11.0,796,2506.309716
13.0,696,2508.463713
8.0,634,2510.373709
1.0,231,2510.975712
6.0,499,2512.493713
4.0,400,2513.737711
2.0,252,2514.401712
9.0,630,2516.441713
11.0,758,2724.562883
6.0,542,2726.254879
13.0,734,2728.520883
8.0,578,2730.256878
6.0,536,2731.906882
3.0,340,2732.842879
9.0,672,2734.946887
6.0,475,2736.386881
8.0,611,2738.286881
11.0,735,2740.630878
8.0,432,2741.904879
6.0,538,2743.49688
11.0,706,2745.73888
7.0,537,2747.382879
4.0,438,2748.678879
5.0,449,2749.994879
9.0,649,2752.048881
8.0,634,2958.672135
10.0,634,2960.626127
6.0,509,2962.178126
13.0,700,2964.334127
5.0,470,2965.708125
5.0,420,2966.922127
8.0,591,2968.752128
10.0,740,2970.992127
2.0,284,2971.812134
10.0,644,2973.732129
9.0,660,2975.768132
10.0,705,2978.026128
7.0,567,2979.774127
6.0,474,2981.242128
9.0,623,2983.170131
4.0,417,2984.416125
13.0,761,3190.249889
7.0,542,3191.929888
9.0,638,3193.92989
5.0,398,3195.063888
7.0,551,3196.775886
5.0,474,3198.155888
4.0,439,3199.413887
12.0,628,3201.369888
9.0,614,3203.273888
8.0,570,3204.991887
4.0,354,3206.035888
13.0,725,3208.279891
7.0,549,3209.889888
9.0,650,3211.90589
11.0,767,3214.33589
8.0,598,3216.271888
7.0,533,3424.52511
8.0,569,3426.305115
9.0,615,3428.149968
10.0,621,3430.07275
5.0,453,3431.464747
10.0,727,3433.70875
5.0,499,3435.240746
9.0,694,3437.476746
7.0,595,3439.246746
6.0,543,3440.874746
6.0,510,3442.426744
6.0,502,3443.964747
8.0,641,3445.922746
7.0,567,3447.610748
14.0,573,3449.382746
6.0,470,3450.816745
7.0,586,3653.468699
7.0,518,3655.046701
10.0,707,3657.264701
7.0,508,3658.804703
7.0,530,3660.410701
10.0,690,3662.550151
9.0,599,3664.378857
9.0,644,3666.364856
4.0,420,3667.530857
6.0,490,3668.974857
8.0,533,3670.596856
6.0,476,3672.036859
6.0,523,3673.610857
10.0,754,3675.968858
5.0,409,3677.158857
4.0,385,3678.282858
7.0,530,3679.888857
11.0,780,3883.821251
7.0,494,3885.343248
11.0,628,3887.249246
4.0,419,3888.495249
8.0,582,3890.26325
9.0,610,3892.173246
5.0,478,3893.609251
7.0,532,3895.209245
6.0,479,3896.647251
9.0,727,3898.943249
6.0,456,3900.325249
8.0,576,3902.06325
16.0,832,3904.733253
11.0,615,3906.623252
5.0,449,3907.917245
9.0,679,3910.025248
12.0,783,4115.329936
12.0,813,4117.911941
4.0,355,4118.943936
9.0,692,4121.095936
6.0,500,4122.567934
8.0,614,4124.445933
9.0,652,4126.44994
6.0,529,4128.081933
5.0,473,4129.417936
6.0,479,4130.859936
5.0,426,4132.161934
3.0,382,4133.271935
9.0,613,4135.117934
5.0,470,4136.533937
9.0,728,4138.789934
10.0,525,4140.465933
9.0,587,4142.211935
7.0,541,4350.308076
7.0,508,4351.79609
9.0,629,4353.656089
15.0,843,4356.36208
5.0,495,4357.822078
9.0,674,4359.884078
11.0,723,4362.14008
9.0,670,4364.216078
5.0,460,4365.614078
3.0,347,4366.562077
7.0,526,4368.152082
10.0,538,4369.782077
8.0,546,4371.354077
14.0,742,4373.662076
6.0,504,4375.150094
6.0,508,4376.644083
11.0,711,4579.915627
6.0,514,4581.439634
7.0,529,4583.043633
7.0,513,4584.602407
11.0,754,4586.944418
11.0,769,4589.332403
6.0,462,4590.740407
10.0,631,4592.684403
9.0,683,4594.822401
8.0,531,4596.408405
6.0,536,4598.016403
9.0,615,4599.932406
7.0,527,4601.492416
10.0,688,4603.588744
11.0,806,4606.134743
11.0,775,4809.397319
10.0,663,4811.419319
7.0,534,4813.091315
9.0,679,4815.189317
4.0,358,4816.217318
4.0,368,4817.233321
7.0,555,4818.907318
13.0,823,4821.449318
1.0,222,4822.059313
7.0,523,4823.647315
8.0,585,4825.443317
17.0,756,4827.825321
7.0,581,4829.505319
10.0,729,4831.725322
11.0,631,4833.657323
14.0,913,5037.117174
10.0,541,5038.761189
7.0,529,5040.283186
8.0,617,5042.219174
5.0,453,5043.579172
14.0,881,5046.389174
10.0,727,5048.685176
4.0,398,5049.845181
8.0,608,5051.669173
9.0,664,5053.755179
5.0,432,5054.979173
9.0,660,5057.015178
10.0,725,5059.237173
6.0,557,5060.911174
8.0,566,5062.655179
5.0,423,5063.859175
13.0,849,5272.99373
7.0,502,5274.54173
10.0,716,5276.70973
10.0,733,5279.025728
9.0,653,5281.061727
11.0,739,5283.353728
8.0,638,5285.327727
7.0,516,5286.811729
20.0,825,5289.471729
6.0,525,5291.086578
11.0,716,5293.328567
8.0,584,5295.056571
12.0,664,5297.120573
9.0,639,5299.106569
10.0,732,5501.807572
11.0,831,5504.389565
6.0,481,5505.845563
5.0,413,5507.065562
4.0,414,5508.285563
9.0,588,5510.079564
7.0,543,5511.701564
13.0,713,5513.901561
6.0,494,5515.395562
7.0,548,5517.073571
7.0,545,5518.695566
8.0,637,5520.629568
12.0,774,5522.991568
15.0,921,5525.907566
4.0,431,5527.137565
8.0,626,5730.193255
8.0,561,5731.937257
10.0,684,5734.125257
6.0,512,5735.713254
4.0,378,5736.819261
9.0,681,5738.901256
10.0,717,5741.091258
6.0,495,5742.559257
7.0,507,5744.079254
5.0,445,5745.345256
4.0,422,5746.603256
2.0,275,5747.413254
4.0,397,5748.573257
10.0,681,5750.713256
8.0,670,5752.785255
7.0,530,5754.379258
8.0,639,5756.375253
10.0,657,5960.611586
8.0,552,5962.339584
9.0,571,5964.071587
7.0,532,5965.677592
8.0,571,5967.37359
10.0,696,5969.521585
11.0,704,5971.731589
4.0,407,5972.885583
12.0,845,5975.571584
9.0,605,5977.467585
6.0,547,5979.121584
18.0,806,5981.573598
5.0,497,5983.057582
3.0,310,5983.915585
11.0,626,5985.807584
13.0,686,5987.949504
4.0,413,6196.810743
8.0,593,6198.598747
12.0,748,6200.932743
6.0,494,6202.400756
7.0,510,6203.914742
8.0,617,6205.718743
6.0,517,6207.284742
8.0,576,6208.972743
10.0,786,6211.420747
8.0,588,6213.226747
12.0,720,6215.432743
12.0,636,6217.386745
6.0,457,6218.760746
8.0,661,6220.760747
9.0,641,6222.714748
9.0,621,6224.630746
2.0,272,6426.998344
8.0,633,6428.966344
10.0,691,6431.136341
5.0,464,6432.514341
17.0,780,6434.916341
6.0,507,6436.380417
9.0,665,6438.384116
7.0,566,6440.088113
16.0,907,6442.946113
13.0,725,6445.180111
10.0,653,6447.206111
7.0,548,6448.878114
8.0,676,6450.924114
9.0,606,6452.772118
12.0,770,6657.117714
14.0,724,6659.359713
6.0,458,6660.735712
7.0,635,6662.675711
6.0,503,6664.173715
17.0,890,6666.985722
9.0,625,6668.895711
6.0,504,6670.361712
10.0,525,6671.895726
9.0,646,6673.873718
2.0,301,6674.685724
9.0,640,6676.665714
4.0,447,6677.93571
8.0,633,6679.905713
8.0,625,6681.835717
7.0,531,6683.423711
9.0,653,6887.596171
10.0,670,6889.678167
4.0,411,6890.842171
7.0,551,6892.440173
6.0,465,6893.822167
10.0,694,6895.994167
6.0,496,6897.510164
6.0,467,6898.836171
9.0,638,6900.806178
7.0,538,6902.452174
13.0,694,6904.596163
10.0,743,6906.88617
6.0,543,6908.472168
5.0,428,6909.760184
7.0,490,6911.274172
8.0,556,6912.998167
14.0,741,6915.290171
16.0,844,7127.192374
5.0,452,7128.494375
7.0,522,7130.046372
